slot_id,weather,occupied,edge_density,foreground_ratio,gradient_magnitude,local_variance,largest_component,intensity_std,otsu_separability,mean_saturation
33,sunny,0,0.07009925558312655,0.989454094292804,0.038637773644910306,0.026548714285589494,0.989454094292804,0.162937762000064,0.6643931173564392,0.12227168783146013
34,sunny,0,0.12264723740133576,0.9744990892531876,0.042365442400362135,0.03754782429783386,0.9744990892531876,0.19377260977195374,0.5689431447103219,0.10270604902556044
35,sunny,1,0.20316622691292877,0.5810026385224274,0.09501957143515499,0.24739525575906257,0.4100263852242744,0.497388435489872,0.7915316371817821,0.12897097625329815
36,sunny,0,0.12528868360277137,0.9468822170900693,0.04657877133200278,0.048058782560200596,0.9468822170900693,0.21922313418113654,0.6919644975099553,0.10529140062491509
37,sunny,1,0.20202020202020202,0.29545454545454547,0.09087220780646896,0.20451732355849886,0.2505050505050505,0.45223591582104455,0.7762724841034355,0.1737789661319073
38,sunny,0,0.11008325624421832,0.9930619796484736,0.04401545158620078,0.07198893947108476,0.9930619796484736,0.26830754642962384,0.7020877770507711,0.1114055612994504
39,sunny,0,0.05396966993755575,0.9094558429973238,0.02869860716607247,0.09399391191295493,0.9094558429973238,0.3065842655991252,0.8447646304746327,0.10681114551083591
40,sunny,0,0.029372496662216287,0.9207832665776591,0.02851154461760658,0.08340367032557913,0.9207832665776591,0.2887969361429915,0.8501888625998482,0.11530842866741713
41,sunny,1,0.24028497409326424,0.7059585492227979,0.0879306670227422,0.10056241002122018,0.36139896373056996,0.3171157675380084,0.6977631138690231,0.39365792949304074
42,sunny,1,0.2574203993524015,0.4954128440366973,0.112805917757552,0.1913783677750417,0.18888289260658392,0.4374681334395017,0.7386063819962588,0.15464905876003934
43,sunny,1,0.19446233097231166,0.815196394075982,0.09585487036001118,0.22012826896895588,0.5222150676110754,0.4691782912379428,0.768879380772448,0.10776106965645241
44,sunny,0,0.11761158021712907,0.9849215922798552,0.05168606590018684,0.06957963682699116,0.9849215922798552,0.26377952313815256,0.7072351730437975,0.12422479245015255
45,sunny,1,0.24364896073903003,0.7118937644341802,0.08448913148811515,0.2123176251586793,0.5075057736720554,0.4607793671147606,0.6776082868946522,0.18333786170357289
46,sunny,1,0.2056578356533453,0.39470139200718457,0.07898864028559771,0.1980012634971253,0.21284238886394252,0.44497332897278835,0.7377779560001199,0.1792105796067866
47,sunny,1,0.24322916666666666,0.6541666666666667,0.10213232947520882,0.2523573151452166,0.4041666666666667,0.5023517842560297,0.7821406685412507,0.15129289215686273
48,sunny,1,0.19398778769375294,0.4372945044621888,0.07276205135420918,0.24592666191140655,0.3203381869422264,0.49590993326551397,0.7754695386163282,0.16139400804943868
49,sunny,1,0.2022749752720079,0.4920870425321464,0.08845265772785553,0.20349990793300013,0.30415430267062316,0.4511096407005731,0.7416524299309893,0.1849673202614379
50,sunny,1,0.22918978912319646,0.8079911209766926,0.08261598590639624,0.10024715178962959,0.5677025527192009,0.3166183061505282,0.5973892907865339,0.41220865704772475
51,sunny,1,0.19265232974910393,0.8947132616487455,0.07123220704680917,0.13494377785578654,0.8947132616487455,0.3673469448025756,0.6170017957478873,0.15412537774966617
52,sunny,1,0.16429699842022116,0.6571879936808847,0.08915637959458265,0.28241550615808686,0.4660347551342812,0.5314277995721401,0.8200464781272705,0.0870984728804634
53,sunny,1,0.1706855791962175,0.6874704491725768,0.07485634311680861,0.209604156822461,0.6799054373522458,0.45782546545868436,0.7562939980046692,0.123873360218792
54,sunny,1,0.18050373134328357,0.5377798507462687,0.0939556772957964,0.26624304023819945,0.34421641791044777,0.5159874419384637,0.8052598213190676,0.11085016095990635
55,sunny,1,0.23309053069719043,0.6024973985431842,0.07564878230846948,0.13057521206238903,0.372528616024974,0.36135192273238154,0.6744261307363472,0.3731080777784579
56,sunny,1,0.19509851033157136,0.48390197020663145,0.0894687944222367,0.23677964174563973,0.40653531955790484,0.4866000839967455,0.7705483217067068,0.10114104267367688
57,sunny,1,0.23773802654356607,0.6422388920946336,0.08103187318799152,0.19530354772377628,0.514137334102712,0.44193160978116997,0.7378673451142055,0.1098084473258432
58,sunny,1,0.2101010101010101,0.6328282828282829,0.06383660548815918,0.07548770506159855,0.39646464646464646,0.27475025943863735,0.6578965886536213,0.2545513963161022
59,sunny,1,0.19703389830508475,0.5651483050847458,0.0752383541085992,0.1363611734690412,0.3977754237288136,0.36927113814789425,0.7620434217556807,0.4197262379528082
60,sunny,1,0.21183013144590496,0.4974721941354904,0.0834952567440418,0.20162490510109046,0.35035389282103135,0.4490266195907437,0.7765192441438662,0.11038283867642103
61,sunny,1,0.22870211549456831,0.5374499714122356,0.07929044141736241,0.12416887521405635,0.4379645511720983,0.35237604233837516,0.6560607069196746,0.17216560723774932
62,sunny,1,0.2650874224478285,0.562887760857304,0.11642957360935884,0.16259013933579403,0.5623237450648618,0.4032246760006064,0.6841184892327584,0.15550910719617797
63,sunny,1,0.129084092126406,0.83663631494376,0.08445096131566907,0.2125752957383498,0.83663631494376,0.46105888532632117,0.7382190989502688,0.0624237268554985
64,sunny,1,0.2164855072463768,0.7038043478260869,0.10170338335718027,0.20753974767785174,0.6911231884057971,0.45556530561254527,0.7515258459849287,0.11767902813299233
65,sunny,1,0.20187018701870188,0.7018701870187019,0.08620353769710126,0.17283291512305377,0.7018701870187019,0.4157317826712961,0.7572334335421729,0.12045988912616752
66,sunny,1,0.19623655913978494,0.8077956989247311,0.10222525757048669,0.21856399523262454,0.8077956989247311,0.46750828359786795,0.7595999568503456,0.12817661114625062
68,sunny,1,0.1795316565481353,0.2675628794449263,0.09105911235821547,0.16617763104382696,0.2658282740676496,0.4076489065897601,0.7633268229925196,0.23428566569732837
69,sunny,1,0.2545676004872107,0.7019894437677628,0.10036358920431013,0.17934799089283096,0.7015834348355664,0.4234949715083179,0.7137475456558869,0.21965242451020198
70,sunny,0,0.06789312308366185,1.0,0.03142431789003593,0.025526910778526854,1.0,0.1597714329238079,0.5195858692807364,0.11933901900663901
71,sunny,1,0.2071269487750557,0.8596881959910914,0.09450404787931667,0.1730738921095798,0.8530066815144766,0.41602150438358326,0.7337474205119158,0.28666754006725187
72,sunny,1,0.2038697498820198,0.6205757432751298,0.10723858849683805,0.2009012389783494,0.6191599811231713,0.4482200787318094,0.7453641261513856,0.2828803819781806
73,sunny,1,0.20559657986785854,0.6630392537893509,0.12537471305743572,0.28837446815161394,0.5227361057131753,0.5370050913647039,0.7412444468734422,0.20033225882657765
74,sunny,1,0.1627250264737028,0.7553829862336745,0.048196479847809365,0.06399119835941063,0.7553829862336745,0.2529648164457078,0.6744380369551972,0.4231058325200889
75,sunny,1,0.19180549302116165,0.5074290859972985,0.05838491451696097,0.06274069172647655,0.5038271049076992,0.2504809208831614,0.6880760992584758,0.3673349754129477
76,sunny,1,0.20039292730844793,0.768172888015717,0.06214283575662223,0.07840083027804304,0.7607072691552063,0.2800014826354372,0.6700037700227889,0.37074771755460534
77,sunny,1,0.23605752367590319,0.5850578744300245,0.07001973870355088,0.07048932652859902,0.5713784636969484,0.2654982608767881,0.5989932982605081,0.3598861080735346
78,sunny,1,0.1712707182320442,0.6284530386740331,0.1058567043951791,0.2562024953456617,0.6284530386740331,0.5061644943550088,0.7912067298939262,0.24961542628100963
79,sunny,1,0.1952941176470588,0.4815686274509804,0.08470855913608756,0.17928173010321496,0.3070588235294118,0.4234167333764869,0.7508215792499012,0.2927735486351403
80,sunny,1,0.19593067068575734,0.49434815373021856,0.10131750655592656,0.2793266607356417,0.38696307460437074,0.5285136334434919,0.7762355579877446,0.22562318069654388
81,sunny,1,0.18360349127182046,0.341645885286783,0.04889700285925219,0.05064981345037409,0.17175810473815462,0.22505513424575338,0.6010272098633438,0.3541795022248301
82,sunny,1,0.17979094076655053,0.4317073170731707,0.05099148676394649,0.054222094478691495,0.2634146341463415,0.23285638165764644,0.6519268939426602,0.38810958529753364
83,sunny,1,0.1675998506905562,0.6726390444195596,0.05862052299813269,0.05855867778981706,0.6666666666666666,0.24198900344812585,0.6353641592012351,0.4317355759026268
84,sunny,1,0.18051470588235294,0.5327205882352941,0.10648626783469946,0.27353770507982694,0.31176470588235294,0.5230083221898356,0.7980378729875918,0.23034746251441754
85,sunny,1,0.1896898912605719,0.5529601288763593,0.09786768800639889,0.23113778538289084,0.44381796214256947,0.4807679121810136,0.7797673769039509,0.27529159065962266
86,sunny,1,0.16963960684382964,0.5405897342555515,0.07577381539700706,0.23300805627850377,0.25081907535493264,0.4827090803770981,0.8107637033254648,0.29083135256286713
87,sunny,1,0.18349469801751958,0.6984785615491009,0.062453251797606434,0.06845209157663089,0.6970954356846473,0.26163350621935044,0.6327739358541964,0.3814353772859997
88,sunny,1,0.15827627869512687,0.6451872734595248,0.055300771014013574,0.07225250795140246,0.6451872734595248,0.2687982662730593,0.6876163436543967,0.31169284467713787
89,sunny,1,0.19337554797856796,0.5396980029225523,0.08891307868514527,0.18178232039969425,0.29371651242084756,0.4263593793968819,0.7484127483910079,0.21836814608941482
90,sunny,0,0.14989024772656004,0.6434619002822202,0.06387469459417525,0.18593787129027603,0.6136719974913766,0.4312051382929893,0.8246047231551847,0.1577567496111019
91,sunny,1,0.19451294697903823,0.6778668310727497,0.07821298568325376,0.21540224403113964,0.6778668310727497,0.46411447298176306,0.7623511470986153,0.28229491550010877
92,sunny,1,0.1403202328966521,0.4928675400291121,0.056792730316416004,0.11068445717754145,0.4023289665211063,0.3326927368872688,0.6843642790270443,0.3691925678568371
93,sunny,1,0.1741879850531762,0.749640701350963,0.057869657311733984,0.09666615854416188,0.749640701350963,0.3109118179551268,0.6731152911970103,0.2989049140783074
94,sunny,0,0.1687279151943463,0.9628975265017667,0.04255306617762164,0.040236103796144104,0.9628975265017667,0.20058939103587733,0.5618803924047602,0.15038684496177743
95,sunny,0,0.2061182061182061,1.0,0.04997132821614907,0.03673062037981884,1.0,0.19165234248455937,0.6194261482668771,0.14206630677218912
96,sunny,0,0.2049983113812901,1.0,0.04884788035155914,0.038456748631541575,1.0,0.19610392303965155,0.6007367223226089,0.152999450371165
97,sunny,0,0.19079154840744245,1.0,0.04719498129411273,0.03422743500827769,1.0,0.18500658098640085,0.6334266667723503,0.16107493770134987
98,sunny,0,0.23266152934202727,0.9937759336099585,0.04717580932411468,0.03450122772236265,0.9937759336099585,0.1857450610981693,0.5917067169311488,0.15463695851784698
99,sunny,0,0.23941419929958613,0.9477873288761541,0.04587978911768127,0.03719758223939572,0.9477873288761541,0.19286674736562476,0.5788109296326959,0.15823111161051492
100,sunny,1,0.17055702917771884,0.7047745358090186,0.06573452536977929,0.10018581779040187,0.7047745358090186,0.3165214333823254,0.6530399318641474,0.2304186820616841
1,sunny,0,0.17077045274027006,0.9745830023828436,0.04748653507748182,0.04797909044864937,0.9745830023828436,0.21904129850019008,0.6590751864875639,0.27460636359388874
2,sunny,0,0.11955770559778853,1.0,0.04250129899309545,0.040642534585625056,1.0,0.20159993696830628,0.6122979575847225,0.23180888111982872
3,sunny,0,0.13420245398773006,1.0,0.04222481083557817,0.040423639816120654,1.0,0.20105631006292904,0.641787666519678,0.24605437266931313
4,sunny,1,0.23976221928665786,0.8183619550858653,0.10297523661866824,0.17586235499349387,0.8183619550858653,0.41935945797548657,0.6933913063195914,0.13931670422462247
5,sunny,1,0.2781456953642384,0.8302980132450332,0.06667187782491164,0.08335854768944231,0.8302980132450332,0.2887188038376481,0.6626537351525318,0.3731625762887937
6,sunny,1,0.26127527216174184,0.7340590979782271,0.10885815467690217,0.17263888012571443,0.4230171073094868,0.41549835153188563,0.7229356319376814,0.1357454334766566
7,sunny,1,0.2712906057945566,0.7287093942054433,0.11044195962622319,0.16907748579485404,0.4240561896400351,0.4111903279441943,0.6962797998746181,0.15525142453820862
8,sunny,1,0.2676470588235294,0.5558823529411765,0.09469931909428825,0.17479026831575292,0.23602941176470588,0.41807926080559527,0.6497883718330024,0.16608708189158017
9,sunny,1,0.26308345120226306,0.5707213578500707,0.07955680052719839,0.1501681130308043,0.285007072135785,0.38751530683420016,0.7114569289727529,0.13034916937071858
10,sunny,1,0.28391167192429023,0.6167192429022083,0.07465516909891694,0.07271674862479185,0.3217665615141956,0.26966043207113616,0.6643005464028988,0.19173006742129028
11,sunny,0,0.10872781065088757,0.6383136094674556,0.033876936865410635,0.03225619552213067,0.6072485207100592,0.17960009889231873,0.6816345412109737,0.21733959856131801
12,sunny,0,0.16826923076923078,0.8125,0.04142411012296222,0.03152722485327813,0.7513736263736264,0.1775590742634071,0.6641893666889762,0.21969133807369104
13,sunny,0,0.07281903388608507,0.7065609228550829,0.03293445543922227,0.023592147753368247,0.6697909156452776,0.15359735594523835,0.6694908702522675,0.24002997017119754
14,sunny,1,0.2896341463414634,0.4573170731707317,0.11093761297535806,0.12024890053955817,0.4530487804878049,0.34676923240039353,0.6955268352110694,0.24896700143472023
15,sunny,0,0.08017676767676768,0.610479797979798,0.028699688331684816,0.0231703347352413,0.5454545454545454,0.15221804996530897,0.6912559527905412,0.24063675975440682
16,sunny,1,0.26501766784452296,0.6775618374558304,0.10822359207998539,0.1991221902791929,0.6757950530035336,0.4462310951504757,0.7315646297850923,0.10099078500658214
17,sunny,0,0.0968609865470852,1.0,0.032641457846277755,0.014187983233601322,1.0,0.11911332097461359,0.5884606662237031,0.2624566956827574
18,sunny,1,0.2587463556851312,0.41545189504373176,0.08155941424593455,0.16753124658410457,0.2536443148688047,0.4093058105916707,0.7586738691700803,0.13752929743325903
19,sunny,1,0.24481566820276499,0.4544930875576037,0.0791532752066847,0.07804874060374799,0.3087557603686636,0.2793720469262234,0.6561909126046486,0.15620538537995843
20,sunny,1,0.21023890784982935,0.4498293515358362,0.07302838153511523,0.07742622462535802,0.17133105802047782,0.2782556821079455,0.6574198522280278,0.15519507461687745
21,sunny,1,0.27972027972027974,0.5516705516705517,0.11380087636458032,0.19673766344268723,0.3815073815073815,0.4435511959657952,0.7729583087897729,0.10554108201167024
22,sunny,1,0.29814814814814816,0.6839506172839506,0.10450641805221843,0.1565987231881375,0.6839506172839506,0.3957255654972743,0.7149454777679646,0.16638828370854514
23,sunny,1,0.2236255572065379,0.9271916790490342,0.13796095588994495,0.2268040959108069,0.9271916790490342,0.47623953627434895,0.7252600293130125,0.08978236168167118
24,sunny,0,0.07053291536050156,1.0,0.036488103834965945,0.01602066048262644,1.0,0.12657274778808605,0.6429663894975145,0.11020345442252136
25,sunny,0,0.0855106888361045,1.0,0.038890612258605316,0.020669943490171965,1.0,0.14377045416277978,0.6480611290193942,0.12763262074425968
26,sunny,1,0.225130890052356,0.6551047120418848,0.0826561947174286,0.0822661300962562,0.6551047120418848,0.2868207281495816,0.6596888481297359,0.18665434760291552
27,sunny,1,0.2904761904761905,0.8158730158730159,0.07874811088828337,0.07954067936542811,0.8158730158730159,0.2820295717924418,0.6562991717144123,0.1878555866791161
28,sunny,1,0.2421758569299553,0.7801788375558867,0.0715527715744143,0.062348612903702694,0.7801788375558867,0.24969704224059744,0.6700989194217141,0.16904532304725167
29,sunny,1,0.2265677680377613,0.5461901550910316,0.10325704519444558,0.18562372701412538,0.29669588671611596,0.43084072116517186,0.7835272607563841,0.13635582351619002
30,sunny,1,0.23011363636363635,0.5752840909090909,0.07530344365962603,0.08345114986269585,0.5667613636363636,0.28887912673416866,0.7012763248348635,0.16262533422459893
31,sunny,0,0.09924812030075188,1.0,0.03571828458008335,0.021600199004157633,1.0,0.14697006159132422,0.6920310213743917,0.15770897832817338
32,sunny,1,0.22622747047855812,0.6183965195773773,0.06661659572918162,0.07439029469303009,0.44748290863890616,0.27274584266864654,0.6872876387795427,0.17853251928490477
33,sunny,0,0.056451612903225805,1.0,0.02788012652422505,0.008183657641997912,1.0,0.09046357080061515,0.6277070053453266,0.15084659173843235
34,sunny,1,0.2610807528840316,0.6235579842137219,0.09641236530705417,0.1286108535817329,0.6235579842137219,0.3586235541368315,0.7089831877956135,0.12610450373227616
35,sunny,0,0.07282321899736148,0.2717678100263852,0.03617057673607626,0.034716567915492436,0.12506596306068601,0.1863238254102047,0.6297634938187237,0.14221739355372756
36,sunny,1,0.22921478060046188,0.44110854503464203,0.09387698327130878,0.2008248637707084,0.2361431870669746,0.44813487229929827,0.7650939819096532,0.11139111533759
37,sunny,0,0.05707070707070707,1.0,0.032755298224400785,0.015650342154903338,1.0,0.12510132755052336,0.5748149522181734,0.1329827688651218
38,sunny,0,0.024051803885291396,1.0,0.025669330739682427,0.009894822690899812,1.0,0.09947272335117709,0.6174303752447013,0.1436578331610165
39,sunny,1,0.18465655664585193,0.45316681534344333,0.09472274856411539,0.21318298448042153,0.235950044603033,0.46171742925778914,0.8051771850194218,0.09721537142957093
40,sunny,1,0.17979528259902092,0.6906987093902982,0.07524649931515669,0.11125891228514365,0.6906987093902982,0.3335549614158717,0.6478902944933111,0.1345864202378771
41,sunny,0,0.03821243523316062,1.0,0.024251871559907313,0.014444140474720615,1.0,0.1201837779183223,0.6529669590670596,0.15333739713501982
42,sunny,0,0.03453858607663249,1.0,0.02910283781334532,0.011598085028012245,1.0,0.107694405741488,0.5438493166426065,0.15452419499910056
43,sunny,0,0.03477141017385705,1.0,0.0236741828762352,0.009285483715719208,1.0,0.09636121478955736,0.6281499201120774,0.1401689329949623
44,sunny,0,0.040410132689987936,1.0,0.025846649301053962,0.00972250836965687,1.0,0.09860278073998151,0.6212720545733493,0.1604058752572199
45,sunny,1,0.2199769053117783,0.7240184757505773,0.11291315940865361,0.2648011601199378,0.7228637413394919,0.5145883404430553,0.7545795233643582,0.10191323642621021
46,sunny,1,0.203861697350696,0.6722047597665021,0.10671040069242795,0.27300574822842544,0.6511001347103726,0.5224995198355933,0.7701687143495514,0.12509927185961947
47,sunny,1,0.178125,0.8270833333333333,0.06110643059216613,0.07396235415598701,0.8270833333333333,0.2719602069347407,0.6809074885806349,0.25656658496732027
48,sunny,1,0.1972757162987318,0.7590418036636919,0.09804450016317807,0.18101037632677452,0.7191169563175199,0.4254531423397582,0.6705239655967412,0.1854704869265696
49,sunny,1,0.21364985163204747,0.837784371909001,0.06498538308429005,0.08062841996757208,0.837784371909001,0.2839514394532489,0.6695422486176157,0.411747250829115
50,sunny,1,0.21032186459489458,0.611542730299667,0.10504678077014896,0.25458592257001206,0.36126526082130966,0.5045650825909498,0.756887017018846,0.11072664359861592
51,sunny,1,0.18010752688172044,0.7477598566308243,0.06299023295343478,0.10058507172624945,0.7477598566308243,0.3171514964906353,0.7129886311443198,0.1926821983273596
52,sunny,1,0.22748815165876776,0.8009478672985783,0.09727590856416309,0.22029364715317848,0.8009478672985783,0.46935450051446026,0.7393732790744757,0.13296162066722422
53,sunny,1,0.22364066193853427,0.8680851063829788,0.06632131734155444,0.07167192530186589,0.8680851063829788,0.2677161282064752,0.5938352016805183,0.3561915357159412
54,sunny,1,0.20055970149253732,0.5825559701492538,0.06320710335685605,0.08206242705587558,0.48134328358208955,0.2864654028951412,0.664455442867186,0.1896693005560433
55,sunny,1,0.24921956295525494,0.5676378772112383,0.07277482318844357,0.08537962070718183,0.2481789802289282,0.29219791359142494,0.6428121863040456,0.186745832568199
56,sunny,1,0.22537241710716002,0.490148966842864,0.08317660671098051,0.18573543181398333,0.29697260932244113,0.4309703375105801,0.7241435734971334,0.14693916009460006
57,sunny,1,0.2296595499134449,0.5124062319676861,0.0781781116621159,0.17270773511702925,0.2740911713791114,0.41558120159245565,0.7171133418290464,0.14829548668861658
58,sunny,1,0.201010101010101,0.44343434343434346,0.07704281993098538,0.17644812806765434,0.301010101010101,0.4200572914111292,0.7689569195721313,0.12950287185581302
59,sunny,1,0.225635593220339,0.3898305084745763,0.07558683898125768,0.2207561655760535,0.2457627118644068,0.46984695973907664,0.8058431905300554,0.13298022598870057
60,sunny,1,0.20475227502527807,0.48432760364004046,0.09634549114882894,0.24884978786117126,0.3083923154701719,0.49884846182099357,0.7708229967691171,0.11491702848985903
61,sunny,1,0.19325328759291024,0.6529445397369925,0.06414748681003944,0.07901931231352648,0.6397941680960549,0.28110373941576533,0.7142378943034441,0.5218982275586049
62,sunny,1,0.1996615905245347,0.5341229554427523,0.06017890242700777,0.08593217011483824,0.34179357021996615,0.2931418941653312,0.7232325495015772,0.5456133948221138
63,sunny,1,0.23727905731119442,0.6164970540974826,0.07571766127183283,0.08229269635109869,0.43974290305302627,0.2868670360133745,0.6294571843131944,0.15831206612264617
64,sunny,1,0.20969202898550723,0.6028079710144928,0.08325313783310467,0.14315461847353073,0.5896739130434783,0.3783577916120279,0.7333370851621951,0.1519572321682296
65,sunny,1,0.22607260726072606,0.5192519251925193,0.1288706279909317,0.2523225027051899,0.5192519251925193,0.5023171335970832,0.7693951599636535,0.14445091567980328
66,sunny,1,0.21191756272401432,0.657258064516129,0.08697598498968181,0.1409743532692736,0.657258064516129,0.375465515419557,0.7146229050719862,0.15053060650783612
67,sunny,1,0.1647921760391198,0.6816625916870416,0.07103153977439079,0.09859830087841776,0.6787286063569682,0.3140036637977617,0.6246175157449361,0.20088786614890455
68,sunny,1,0.17779705117085862,0.629661751951431,0.07293075542376308,0.10121209745392816,0.6257588898525586,0.3181384878538404,0.6344197311047399,0.21053177558968078
69,sunny,1,0.1758018676410881,0.7637028014616322,0.061216033608640946,0.10387923507129855,0.7637028014616322,0.32230301747160006,0.7149294240230035,0.1797998614793055
70,sunny,1,0.19579500657030224,0.695137976346912,0.10704419988112064,0.2533698686748728,0.37406920718353043,0.5033585885577724,0.7796115894029277,0.09702403957640875
71,sunny,1,0.17817371937639198,0.8184855233853007,0.1013466963390261,0.19937587859854683,0.8184855233853007,0.4465152613277029,0.7070546604070466,0.1752259924014149
72,sunny,0,0.1028787163756489,1.0,0.042533240112365096,0.024248235244861336,1.0,0.15571844863361994,0.6948836285953264,0.182274287723584
73,sunny,1,0.19393703847648658,0.7030703458997279,0.12254754582809721,0.26224253798360225,0.5682083171395258,0.5120962194584161,0.720241552584103,0.11594766161419874
74,sunny,1,0.19484645252382632,0.7913872220261208,0.06940259725562899,0.07628197073486816,0.7913872220261208,0.2761919092494713,0.6265502599209658,0.17523584089477656
75,sunny,1,0.19090499774876182,0.809995497523638,0.070418317979707,0.09603499360293129,0.809995497523638,0.30989513323531126,0.6947575859523932,0.18418306539184787
76,sunny,1,0.17524557956777997,0.5834970530451866,0.10565339728568121,0.26425216880710206,0.5834970530451866,0.5140546360136266,0.7725935823076513,0.09784660426056474
77,sunny,1,0.18028761837951596,0.5524377411434584,0.07349397715038268,0.07728132980933923,0.5468256752016836,0.2779951974573288,0.6319774142784448,0.18053245851128946
78,sunny,1,0.19244935543278086,0.6114180478821363,0.09432905872018345,0.2222153073774595,0.3011049723756906,0.47139718643354195,0.7960361532110485,0.1016610695843715
